ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7923942	7.42e-01	6.54e-01	-0.448516	-7.3430319	-0.0298376	FCAMR	Fc fragment of IgA and IgM receptor
7894056	7.42e-01	6.54e-01	0.448398	-7.3430847	0.0720861		
7966315	7.42e-01	6.54e-01	-0.448381	-7.3430924	-0.0629022	ARPC3	actin related protein 2/3 complex subunit 3
8134689	7.42e-01	6.54e-01	-0.44832	-7.3431198	-0.0339088	ZSCAN21	zinc finger and SCAN domain containing 21
7992584	7.42e-01	6.55e-01	0.44813	-7.3432054	0.0318935	DNASE1L2	deoxyribonuclease 1 like 2
8157012	7.42e-01	6.55e-01	0.447859	-7.3433266	0.0306448	OR13F1	olfactory receptor family 13 subfamily F member 1
7985317	7.42e-01	6.55e-01	0.447485	-7.3434946	0.0306714	CEMIP	cell migration inducing hyaluronan binding protein
8136610	7.42e-01	6.55e-01	0.447224	-7.3436114	0.021409		
8046306	7.42e-01	6.55e-01	0.44722	-7.3436133	0.0569493	GORASP2	golgi reassembly stacking protein 2
7975191	7.43e-01	6.55e-01	0.447096	-7.3436688	0.0210949	FAM71D	family with sequence similarity 71 member D
8148671	7.43e-01	6.56e-01	0.446841	-7.3437825	0.0305452	BREA2	breast cancer estrogen-induced apoptosis 2
8072436	7.43e-01	6.56e-01	-0.446755	-7.343821	-0.0244652	INPP5J	inositol polyphosphate-5-phosphatase J
7896245	7.43e-01	6.56e-01	-0.446668	-7.3438602	-0.0543052		
8028206	7.43e-01	6.56e-01	0.446605	-7.3438882	0.0653937	ZNF345	zinc finger protein 345
8174086	7.43e-01	6.56e-01	0.446427	-7.3439679	0.0529462	ARMCX6	armadillo repeat containing, X-linked 6
7976148	7.43e-01	6.56e-01	-0.446019	-7.3441501	-0.0298344	FOXN3-AS2	FOXN3 antisense RNA 2
7924450	7.43e-01	6.56e-01	0.445906	-7.3442005	0.1268402	DUSP10	dual specificity phosphatase 10
8027074	7.43e-01	6.56e-01	0.445866	-7.3442183	0.0408973	UPF1	UPF1, RNA helicase and ATPase
8174933	7.43e-01	6.56e-01	0.445824	-7.3442373	0.0166535		
8109039	7.43e-01	6.56e-01	-0.445798	-7.3442488	-0.0168996	SPINK14	serine peptidase inhibitor, Kazal type 14 (putative)
8010080	7.43e-01	6.56e-01	0.445627	-7.344325	0.0599652	SNORD1B	small nucleolar RNA, C/D box 1B
7978166	7.43e-01	6.56e-01	-0.445623	-7.3443267	-0.0335054	TM9SF1	transmembrane 9 superfamily member 1
7986463	7.44e-01	6.57e-01	-0.445221	-7.3445062	-0.1114907	LRRK1	leucine rich repeat kinase 1
7905254	7.44e-01	6.57e-01	0.445091	-7.3445641	0.0329551		
7965154	7.44e-01	6.57e-01	-0.444982	-7.3446128	-0.0279942		
8159967	7.44e-01	6.57e-01	-0.444905	-7.3446471	-0.0429187		
7894272	7.44e-01	6.57e-01	0.44486	-7.3446673	0.1056127		
8162936	7.44e-01	6.57e-01	-0.444573	-7.3447948	-0.022937	OR13C2	olfactory receptor family 13 subfamily C member 2
8100599	7.44e-01	6.57e-01	0.44456	-7.3448005	0.028001		
8151430	7.44e-01	6.57e-01	-0.444288	-7.3449217	-0.0158776		
7959148	7.44e-01	6.57e-01	0.444231	-7.3449472	0.0327917	SIRT4	sirtuin 4
8151279	7.44e-01	6.57e-01	0.444216	-7.3449538	0.027867		
8177413	7.44e-01	6.57e-01	0.444182	-7.3449689	0.0257008	GOLGA2P3Y///GOLGA2P2Y	golgin A2 pseudogene 3, Y-linked///golgin A2 pseudogene 2, Y-linked
8175583	7.44e-01	6.58e-01	-0.443988	-7.3450553	-0.0205603		
8028546	7.44e-01	6.58e-01	-0.443907	-7.3450913	-0.0421781	LGALS7B///LGALS7	galectin 7B///galectin 7
7965040	7.45e-01	6.58e-01	0.44378	-7.3451477	0.0791015	PHLDA1	pleckstrin homology like domain family A member 1
8088371	7.45e-01	6.58e-01	-0.443689	-7.3451878	-0.0354329	DNASE1L3	deoxyribonuclease 1 like 3
7895677	7.45e-01	6.58e-01	0.443482	-7.3452799	0.1038299		
7948167	7.45e-01	6.58e-01	-0.443366	-7.3453316	-0.0344522	APLNR	apelin receptor
8088192	7.45e-01	6.58e-01	-0.443247	-7.3453843	-0.0230779	ERC2	ELKS/RAB6-interacting/CAST family member 2
7926766	7.45e-01	6.58e-01	0.44306	-7.3454673	0.0402272	GAD2	glutamate decarboxylase 2
8096025	7.45e-01	6.58e-01	0.443053	-7.3454705	0.0806865		
8043512	7.45e-01	6.58e-01	0.442857	-7.3455574	0.0409446	ZNF2	zinc finger protein 2
8003158	7.45e-01	6.58e-01	-0.44277	-7.345596	-0.0429904	TLDC1	TBC/LysM-associated domain containing 1
8015240	7.45e-01	6.59e-01	-0.44262	-7.3456623	-0.0283139	KRTAP4-3	keratin associated protein 4-3
7901982	7.45e-01	6.59e-01	-0.44258	-7.3456803	-0.0146849	UBE2U	ubiquitin conjugating enzyme E2 U (putative)
7893870	7.45e-01	6.59e-01	-0.442429	-7.3457471	-0.0450285		
7898263	7.46e-01	6.59e-01	0.442175	-7.3458597	0.0378567	FBLIM1	filamin binding LIM protein 1
7893550	7.46e-01	6.59e-01	-0.442089	-7.3458974	-0.029827		
7892880	7.46e-01	6.59e-01	-0.441874	-7.3459929	-0.0455909		
8021183	7.46e-01	6.59e-01	0.441784	-7.3460327	0.1590927	SCARNA17	small Cajal body-specific RNA 17
7922752	7.46e-01	6.59e-01	0.441688	-7.3460752	0.0469634		
8009794	7.46e-01	6.59e-01	-0.441523	-7.346148	-0.0192776		
8154392	7.46e-01	6.60e-01	-0.441266	-7.3462614	-0.0407792		
8067530	7.46e-01	6.60e-01	-0.44123	-7.3462777	-0.0405509	C20orf166-AS1	C20orf166 antisense RNA 1
7893873	7.46e-01	6.60e-01	0.441046	-7.346359	0.0835197		
7893580	7.47e-01	6.60e-01	-0.440669	-7.3465252	-0.0486353		
7899251	7.47e-01	6.60e-01	-0.44047	-7.346613	-0.0267466		
8126943	7.47e-01	6.60e-01	-0.440268	-7.346702	-0.0263252	DEFB112	defensin beta 112
8045165	7.47e-01	6.60e-01	-0.4402	-7.3467321	-0.0316966		
8065550	7.47e-01	6.60e-01	-0.44014	-7.3467584	-0.0384306		
7926889	7.47e-01	6.60e-01	0.440018	-7.346812	0.0290079	LYZL1	lysozyme like 1
8139017	7.47e-01	6.61e-01	0.439808	-7.3469048	0.0192155		
8049620	7.47e-01	6.61e-01	-0.439767	-7.3469227	-0.0368813	ERFE///HMGA1	erythroferrone///high mobility group AT-hook 1
7894924	7.47e-01	6.61e-01	0.439624	-7.3469859	0.0321008		
8083792	7.47e-01	6.61e-01	0.439574	-7.3470079	0.0411266		
8177046	7.47e-01	6.61e-01	-0.43955	-7.3470181	-0.0678725		
8092682	7.47e-01	6.61e-01	-0.439413	-7.3470787	-0.0249424	SST	somatostatin
7894820	7.47e-01	6.61e-01	0.439378	-7.347094	0.0532858		
7977476	7.47e-01	6.61e-01	-0.43926	-7.3471461	-0.029886	OR4K14	olfactory receptor family 4 subfamily K member 14
7900446	7.47e-01	6.61e-01	-0.439225	-7.3471613	-0.0577355	ZFP69	ZFP69 zinc finger protein
7903908	7.47e-01	6.61e-01	-0.439222	-7.3471624	-0.040887	CEPT1	choline/ethanolamine phosphotransferase 1
7963064	7.48e-01	6.61e-01	-0.438999	-7.3472606	-0.0276931	MCRS1	microspherule protein 1
8070328	7.48e-01	6.61e-01	0.438851	-7.3473256	0.0250121	LINC00527	long intergenic non-protein coding RNA 527
7909730	7.48e-01	6.61e-01	-0.438776	-7.3473586	-0.0237281	KCNK2	potassium two pore domain channel subfamily K member 2
7977077	7.48e-01	6.61e-01	-0.438706	-7.3473895	-0.0399896	MARK3	microtubule affinity regulating kinase 3
7969366	7.48e-01	6.62e-01	-0.438254	-7.3475878	-0.0179519		
8121247	7.48e-01	6.62e-01	-0.438213	-7.3476059	-0.0141441		
7980425	7.48e-01	6.62e-01	-0.438105	-7.3476531	-0.0325326	ISM2	isthmin 2
7957072	7.48e-01	6.62e-01	0.438062	-7.347672	0.0676693	RAB3IP	RAB3A interacting protein
7968295	7.48e-01	6.62e-01	-0.437904	-7.3477416	-0.0861461		
7895931	7.48e-01	6.62e-01	0.43761	-7.3478705	0.0579032		
8139806	7.48e-01	6.62e-01	-0.437544	-7.347899	-0.0137595		
8127065	7.48e-01	6.62e-01	0.437509	-7.3479147	0.0278693	GSTA2	glutathione S-transferase alpha 2
8140752	7.49e-01	6.62e-01	0.437397	-7.3479638	0.1320462	ABCB4	ATP binding cassette subfamily B member 4
8038633	7.49e-01	6.62e-01	-0.437359	-7.3479804	-0.0435099	KLK1	kallikrein 1
7993255	7.49e-01	6.63e-01	-0.437098	-7.3480943	-0.0280681		
7970082	7.49e-01	6.63e-01	-0.436937	-7.3481648	-0.034651		
7918424	7.49e-01	6.63e-01	0.43681	-7.3482206	0.0266957		
7959823	7.49e-01	6.63e-01	-0.436716	-7.3482617	-0.0173833		
7894302	7.49e-01	6.63e-01	0.436288	-7.3484487	0.0553126		
8003700	7.49e-01	6.63e-01	0.436217	-7.3484799	0.0343544	OVCA2///DPH1	ovarian tumor suppressor candidate 2///diphthamide biosynthesis 1
7908492	7.49e-01	6.63e-01	-0.436204	-7.3484855	-0.0439063	CFHR4	complement factor H related 4
7894497	7.49e-01	6.63e-01	0.436076	-7.3485415	0.0537965		
8119799	7.49e-01	6.63e-01	-0.43587	-7.3486311	-0.0208891		
8147501	7.50e-01	6.64e-01	0.435781	-7.3486701	0.0213831		
7987365	7.50e-01	6.64e-01	0.435563	-7.3487652	0.0374987	NANOGP1///NANOG	Nanog homeobox pseudogene 1///Nanog homeobox
7923762	7.50e-01	6.64e-01	0.435443	-7.3488177	0.033167	KLHDC8A	kelch domain containing 8A
8108697	7.50e-01	6.64e-01	-0.435428	-7.3488241	-0.0347945	PCDHB5	protocadherin beta 5
7896612	7.50e-01	6.64e-01	-0.435295	-7.3488819	-0.0481288		
8022426	7.50e-01	6.64e-01	0.43517	-7.3489365	0.0399145		
7942998	7.50e-01	6.64e-01	0.435119	-7.3489588	0.0284766	FOLH1B///FOLH1	folate hydrolase 1B///folate hydrolase (prostate-specific membrane antigen) 1
8176572	7.50e-01	6.64e-01	0.435053	-7.3489875	0.052648	DUX4	double homeobox 4
7950374	7.50e-01	6.64e-01	0.434962	-7.3490271	0.0281756	P4HA3	prolyl 4-hydroxylase subunit alpha 3
7898723	7.50e-01	6.64e-01	0.434825	-7.349087	0.0481459		
7893780	7.50e-01	6.64e-01	-0.434782	-7.3491056	-0.0468008		
8069563	7.50e-01	6.64e-01	0.434779	-7.3491069	0.0386091		
8052438	7.50e-01	6.64e-01	-0.434497	-7.3492298	-0.0717887	LOC339803	uncharacterized LOC339803
7931079	7.50e-01	6.65e-01	-0.434227	-7.3493472	-0.0551219		
8104592	7.51e-01	6.65e-01	0.433999	-7.3494461	0.0328197	FBXL7	F-box and leucine rich repeat protein 7
8045816	7.51e-01	6.65e-01	0.433937	-7.349473	0.0931337	GPD2	glycerol-3-phosphate dehydrogenase 2
7939642	7.51e-01	6.65e-01	-0.433921	-7.3494802	-0.0352245	CREB3L1	cAMP responsive element binding protein 3 like 1
7948918	7.51e-01	6.65e-01	-0.433915	-7.3494827	-0.0321973		
8147724	7.51e-01	6.65e-01	0.433792	-7.3495359	0.0552284	ATP6V1C1	ATPase H+ transporting V1 subunit C1
8094190	7.51e-01	6.65e-01	-0.433578	-7.3496289	-0.0406099	CC2D2A	coiled-coil and C2 domain containing 2A
8008113	7.51e-01	6.65e-01	-0.433537	-7.349647	-0.0451399	CALCOCO2	calcium binding and coiled-coil domain 2
7970241	7.51e-01	6.65e-01	-0.433346	-7.3497297	-0.0222766	F10	coagulation factor X
8058342	7.51e-01	6.65e-01	-0.433129	-7.3498238	-0.0463728		
8101699	7.51e-01	6.66e-01	0.4329	-7.3499232	0.0804943	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K
8174794	7.51e-01	6.66e-01	-0.432819	-7.3499582	-0.0447115	CUL4B	cullin 4B
8023688	7.51e-01	6.66e-01	-0.432809	-7.3499626	-0.0191462	SERPINB4	serpin family B member 4
8006377	7.51e-01	6.66e-01	0.432804	-7.3499649	0.0245816	ZNF207	zinc finger protein 207
8129330	7.51e-01	6.66e-01	-0.432606	-7.3500507	-0.0212368	TRDN	triadin
8096281	7.52e-01	6.66e-01	0.432326	-7.3501716	0.0280484	IBSP	integrin binding sialoprotein
7941122	7.52e-01	6.66e-01	-0.432085	-7.3502761	-0.0370451	SAC3D1	SAC3 domain containing 1
7991153	7.52e-01	6.66e-01	0.432006	-7.3503104	0.0223963		
7901338	7.52e-01	6.66e-01	-0.431823	-7.3503893	-0.021079		
7991182	7.52e-01	6.67e-01	-0.431562	-7.3505025	-0.0455843		
7993083	7.52e-01	6.67e-01	0.431539	-7.3505121	0.0240404	RBFOX1	RNA binding protein, fox-1 homolog 1
7921332	7.52e-01	6.67e-01	0.431291	-7.3506192	0.0250285	CD5L	CD5 molecule like
8149195	7.52e-01	6.67e-01	0.431133	-7.3506876	0.0203921	DEFB106B///DEFB106A	defensin beta 106B///defensin beta 106A
8138483	7.52e-01	6.67e-01	0.431069	-7.3507151	0.0244908		
8159566	7.52e-01	6.67e-01	-0.431022	-7.3507357	-0.033117	MAN1B1	mannosidase alpha class 1B member 1
8074647	7.53e-01	6.67e-01	0.430806	-7.3508289	0.027851	PI4KA	phosphatidylinositol 4-kinase alpha
7907222	7.53e-01	6.67e-01	0.430717	-7.3508671	0.0256466	PRRX1	paired related homeobox 1
8124086	7.53e-01	6.67e-01	-0.430647	-7.3508974	-0.0248577		
8130701	7.53e-01	6.67e-01	0.430627	-7.3509058	0.0219289		
8132811	7.53e-01	6.67e-01	0.43061	-7.3509132	0.0174214	C7orf72	chromosome 7 open reading frame 72
8156759	7.53e-01	6.67e-01	0.430488	-7.3509659	0.0284666		
8033767	7.53e-01	6.67e-01	0.430423	-7.350994	0.0400971	ZNF560	zinc finger protein 560
8064029	7.53e-01	6.68e-01	-0.430227	-7.3510781	-0.0282396	MIR124-3	microRNA 124-3
7896398	7.53e-01	6.68e-01	-0.430206	-7.3510876	-0.0393127		
7894535	7.53e-01	6.68e-01	0.43004	-7.3511587	0.0172755		
8084766	7.53e-01	6.68e-01	-0.43002	-7.3511673	-0.074426	TP63	tumor protein p63
7929388	7.53e-01	6.68e-01	0.429904	-7.3512173	0.0218379	PLCE1	phospholipase C epsilon 1
7973093	7.53e-01	6.68e-01	-0.429884	-7.3512259	-0.0207634	EDDM3A	epididymal protein 3A
8110018	7.53e-01	6.68e-01	-0.42985	-7.3512408	-0.0624069	RPL26L1	ribosomal protein L26 like 1
7999396	7.53e-01	6.68e-01	-0.429769	-7.3512756	-0.0353696	TEKT5	tektin 5
8174373	7.53e-01	6.68e-01	-0.429304	-7.3514755	-0.0150098		
8144577	7.53e-01	6.68e-01	-0.429271	-7.3514896	-0.0243915	C8orf74	chromosome 8 open reading frame 74
8161375	7.53e-01	6.68e-01	0.429248	-7.3514996	0.0749805		
7897520	7.54e-01	6.68e-01	0.42913	-7.3515502	0.0696039		
8164833	7.54e-01	6.68e-01	0.429063	-7.3515789	0.0663829	GBGT1///GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1///globoside alpha-1,3-N-acetylgalactosaminyltransferase 1
7946561	7.54e-01	6.68e-01	-0.429059	-7.3515806	-0.0290515		
7899071	7.54e-01	6.69e-01	-0.428909	-7.3516452	-0.05929		
8019643	7.54e-01	6.69e-01	-0.428779	-7.3517012	-0.0449022	DOC2B	double C2 domain beta
7980454	7.54e-01	6.69e-01	-0.428779	-7.3517012	-0.0506108	ALKBH1	alkB homolog 1, histone H2A dioxygenase
7895391	7.54e-01	6.69e-01	0.428592	-7.3517814	0.0313001		
7981951	7.54e-01	6.69e-01	-0.428564	-7.3517936	-0.061998	SNORD116-6///SNORD116-2	small nucleolar RNA, C/D box 116-6///small nucleolar RNA, C/D box 116-2
8077970	7.54e-01	6.69e-01	0.428537	-7.351805	0.0504083	FBLN2	fibulin 2
8130622	7.54e-01	6.69e-01	-0.428439	-7.3518469	-0.0538451		
8066025	7.54e-01	6.69e-01	-0.427696	-7.3521656	-0.0468558		
8154254	7.54e-01	6.69e-01	0.427683	-7.3521711	0.0578318	RIC1	RIC1 homolog, RAB6A GEF complex partner 1
7941111	7.54e-01	6.69e-01	-0.427661	-7.3521807	-0.0345178	ARL2-SNX15///SNX15	ARL2-SNX15 readthrough (NMD candidate)///sorting nexin 15
8112053	7.55e-01	6.70e-01	0.427423	-7.3522824	0.0223386	CDC20B	cell division cycle 20B
7896353	7.55e-01	6.70e-01	-0.427223	-7.3523682	-0.0728005		
8040530	7.55e-01	6.70e-01	-0.427185	-7.3523844	-0.0319705	FKBP1B	FK506 binding protein 1B
8126770	7.55e-01	6.70e-01	0.427157	-7.3523961	0.0164402	CYP39A1	cytochrome P450 family 39 subfamily A member 1
7944876	7.55e-01	6.70e-01	0.426919	-7.3524981	0.0723934	NRGN	neurogranin
8091941	7.55e-01	6.70e-01	0.426656	-7.3526102	0.0507781	PDCD10	programmed cell death 10
7926543	7.55e-01	6.70e-01	-0.426634	-7.3526199	-0.0473356		
7894890	7.55e-01	6.70e-01	-0.426435	-7.352705	-0.0591751		
8028514	7.55e-01	6.71e-01	0.426028	-7.3528787	0.0438723	EIF3K	eukaryotic translation initiation factor 3 subunit K
7942697	7.56e-01	6.71e-01	0.425977	-7.3529005	0.0366896	CAPN5	calpain 5
7893255	7.56e-01	6.71e-01	-0.4258	-7.3529756	-0.09371		
8031650	7.56e-01	6.71e-01	0.425774	-7.352987	0.0565863	ZNF471	zinc finger protein 471
8060061	7.56e-01	6.71e-01	-0.425664	-7.3530337	-0.0510399	MGC16025	uncharacterized LOC85009
8069494	7.56e-01	6.71e-01	-0.425633	-7.3530468	-0.0409094	LOC441666	zinc finger protein 91 pseudogene
7892769	7.56e-01	6.71e-01	0.425575	-7.3530719	0.0359731		
8170464	7.56e-01	6.71e-01	0.425565	-7.3530758	0.0137837		
8020666	7.56e-01	6.71e-01	0.42549	-7.3531078	0.0255062		
8136078	7.56e-01	6.71e-01	-0.425407	-7.3531435	-0.1375694		
8015868	7.56e-01	6.71e-01	0.425366	-7.3531606	0.0328109	MPP2	membrane palmitoylated protein 2
7893056	7.56e-01	6.71e-01	-0.425353	-7.3531665	-0.0584533		
8032965	7.56e-01	6.71e-01	0.425299	-7.3531892	0.0276529	TINCR///TINCR	tissue differentiation-inducing non-protein coding RNA///tissue differentiation-inducing non-protein coding RNA
8151475	7.56e-01	6.71e-01	0.425187	-7.3532369	0.1147254	TPD52///TPD52	tumor protein D52///tumor protein D52
8104661	7.56e-01	6.71e-01	0.424951	-7.3533373	0.0205868		
8031843	7.56e-01	6.72e-01	0.424822	-7.3533924	0.0560054	LOC100128398	uncharacterized LOC100128398
7928328	7.56e-01	6.72e-01	0.424739	-7.3534275	0.0293712		
8176719	7.56e-01	6.72e-01	-0.424686	-7.3534502	-0.2041138	EIF1AY	eukaryotic translation initiation factor 1A, Y-linked
8133258	7.56e-01	6.72e-01	0.424408	-7.3535684	0.0440873	WBSCR17	Williams-Beuren syndrome chromosome region 17
8104634	7.56e-01	6.72e-01	-0.424398	-7.3535726	-0.02481	PRDM9	PR/SET domain 9
7896669	7.56e-01	6.72e-01	-0.424284	-7.3536212	-0.0584945		
7973754	7.57e-01	6.72e-01	-0.424109	-7.3536954	-0.0147253		
8100362	7.57e-01	6.72e-01	0.424042	-7.3537238	0.0486523	LNX1	ligand of numb-protein X 1
7896085	7.57e-01	6.72e-01	-0.423779	-7.3538357	-0.0434978		
8081109	7.57e-01	6.72e-01	-0.423728	-7.3538573	-0.0289726		
7989493	7.57e-01	6.72e-01	-0.423722	-7.3538598	-0.0519564	RPS27L	ribosomal protein S27 like
8180280	7.57e-01	6.72e-01	-0.42367	-7.353882	-0.0390492	PCDHA7	protocadherin alpha 7
8088671	7.57e-01	6.72e-01	-0.423641	-7.353894	-0.0227186	FAM19A4	family with sequence similarity 19 member A4, C-C motif chemokine like
7944035	7.57e-01	6.72e-01	0.423523	-7.3539439	0.0537577	APOC3	apolipoprotein C3
8002446	7.57e-01	6.73e-01	-0.423388	-7.3540015	-0.0184381	HYDIN	HYDIN, axonemal central pair apparatus protein
8132710	7.57e-01	6.73e-01	-0.423301	-7.3540382	-0.0212139	C7orf69	chromosome 7 open reading frame 69
8053064	7.57e-01	6.73e-01	-0.42322	-7.3540725	-0.0353164	MOB1A	MOB kinase activator 1A
8018400	7.57e-01	6.73e-01	-0.423207	-7.3540783	-0.0298426	RECQL5	RecQ like helicase 5
7978059	7.57e-01	6.73e-01	-0.42317	-7.3540937	-0.0295019	ZFHX2	zinc finger homeobox 2
8170179	7.57e-01	6.73e-01	-0.422981	-7.3541739	-0.0290504	VGLL1	vestigial like family member 1
8047185	7.57e-01	6.73e-01	-0.422733	-7.354279	-0.0331804		
7893218	7.57e-01	6.73e-01	-0.422589	-7.3543398	-0.017311		
8073573	7.57e-01	6.73e-01	-0.422563	-7.3543509	-0.0352172	FAM109B	family with sequence similarity 109 member B
8176951	7.57e-01	6.73e-01	0.422502	-7.3543768	0.0300955		
8044605	7.57e-01	6.73e-01	-0.422497	-7.3543788	-0.0784133	PAX8-AS1	PAX8 antisense RNA 1
8121031	7.57e-01	6.73e-01	0.422427	-7.3544085	0.0731741	SLC35A1	solute carrier family 35 member A1
8107044	7.57e-01	6.73e-01	-0.42232	-7.3544536	-0.0856814	ERAP2	endoplasmic reticulum aminopeptidase 2
8159004	7.57e-01	6.73e-01	-0.422317	-7.3544548	-0.0553942	SNORD24///RPL7A	small nucleolar RNA, C/D box 24///ribosomal protein L7a
8051799	7.58e-01	6.73e-01	-0.422128	-7.3545349	-0.0515843	HAAO	3-hydroxyanthranilate 3,4-dioxygenase
8160782	7.58e-01	6.74e-01	-0.422009	-7.3545851	-0.0668401		
7991086	7.58e-01	6.74e-01	-0.421947	-7.3546114	-0.0132036		
8125903	7.58e-01	6.74e-01	-0.421916	-7.3546244	-0.0240227	TULP1	tubby like protein 1
8095390	7.58e-01	6.74e-01	-0.421568	-7.3547715	-0.0225284	UGT2B10	UDP glucuronosyltransferase family 2 member B10
8098554	7.58e-01	6.74e-01	-0.421534	-7.3547856	-0.0222944		
7926563	7.58e-01	6.74e-01	0.421398	-7.354843	0.0132565		
8154721	7.58e-01	6.74e-01	-0.421239	-7.3549101	-0.0225225	IFNK	interferon kappa
7895370	7.58e-01	6.74e-01	0.421119	-7.3549609	0.0727918		
8098437	7.58e-01	6.74e-01	0.421036	-7.3549957	0.013738		
8096617	7.58e-01	6.74e-01	0.420817	-7.3550883	0.1826745	BANK1	B-cell scaffold protein with ankyrin repeats 1
8128445	7.59e-01	6.75e-01	-0.420491	-7.3552255	-0.0207		
8000779	7.59e-01	6.75e-01	-0.420387	-7.3552693	-0.0265014	TBX6	T-box 6
8007828	7.59e-01	6.75e-01	-0.420348	-7.3552856	-0.0288902	MAPT	microtubule associated protein tau
8137903	7.59e-01	6.75e-01	0.420286	-7.3553119	0.0385199	ERVK-19///ERVK-9///ERVK-6///ERVK-4	endogenous retrovirus group K member 19///endogenous retrovirus group K member 9///endogenous retrovirus group K member 6///endogenous retrovirus group K member 4
7892779	7.59e-01	6.75e-01	0.420193	-7.3553511	0.0891543		
8165064	7.59e-01	6.75e-01	0.42016	-7.3553646	0.0491186	UBAC1	UBA domain containing 1
7997500	7.59e-01	6.75e-01	0.420119	-7.3553821	0.0186201		
8067950	7.59e-01	6.75e-01	0.420072	-7.3554019	0.0208182		
8161988	7.59e-01	6.75e-01	0.419902	-7.3554732	0.0285809	UBQLN1	ubiquilin 1
8103242	7.59e-01	6.75e-01	0.419887	-7.3554798	0.0373013		
7894727	7.59e-01	6.75e-01	0.419548	-7.3556222	0.0505229		
7983290	7.59e-01	6.75e-01	0.419486	-7.3556482	0.0268857	SERF2-C15ORF63///SERF2	SERF2-C15orf63 readthrough///small EDRK-rich factor 2
7942879	7.59e-01	6.76e-01	-0.4193	-7.3557262	-0.0448461	TMEM126B	transmembrane protein 126B
7942064	7.59e-01	6.76e-01	0.419154	-7.3557876	0.0506629	GAL	galanin and GMAP prepropeptide
8129039	7.60e-01	6.76e-01	-0.418841	-7.3559191	-0.0293619		
8180352	7.60e-01	6.76e-01	-0.41877	-7.3559486	-0.0343729	MRGPRX3	MAS related GPR family member X3
7938625	7.60e-01	6.76e-01	0.418649	-7.3559995	0.0465847		
8062852	7.60e-01	6.76e-01	0.418616	-7.3560135	0.0673266	PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma
8141241	7.60e-01	6.76e-01	0.418392	-7.3561072	0.038322	SMURF1	SMAD specific E3 ubiquitin protein ligase 1
7892811	7.60e-01	6.76e-01	-0.418361	-7.3561203	-0.0410349		
7928471	7.60e-01	6.76e-01	0.418236	-7.3561726	0.0523318	ADK	adenosine kinase
8043487	7.60e-01	6.76e-01	0.418083	-7.3562366	0.0239363	ACTR3BP2///ACTR3BP5	ACTR3B pseudogene 2///ACTR3B pseudogene 5
8061620	7.60e-01	6.77e-01	0.41796	-7.356288	0.0321456	TTLL9	tubulin tyrosine ligase like 9
7983614	7.60e-01	6.77e-01	0.417942	-7.3562957	0.0197168		
7932786	7.60e-01	6.77e-01	-0.41792	-7.3563048	-0.028954		
7995350	7.60e-01	6.77e-01	-0.417653	-7.3564164	-0.0925024		
7917597	7.60e-01	6.77e-01	-0.417512	-7.3564753	-0.0255539		
7894179	7.60e-01	6.77e-01	0.417445	-7.3565036	0.0521093		
8117138	7.60e-01	6.77e-01	-0.417343	-7.3565461	-0.0269467		
7946001	7.60e-01	6.77e-01	0.417305	-7.3565622	0.026269	OR52R1	olfactory receptor family 52 subfamily R member 1 (gene/pseudogene)
7896231	7.60e-01	6.77e-01	-0.417222	-7.3565967	-0.026653		
7995697	7.60e-01	6.77e-01	0.417214	-7.3566002	0.1954744	LPCAT2	lysophosphatidylcholine acyltransferase 2
8042040	7.61e-01	6.77e-01	-0.416881	-7.356739	-0.0604189	EML6	echinoderm microtubule associated protein like 6
8045585	7.61e-01	6.77e-01	0.4168	-7.3567729	0.0206016		
7963880	7.61e-01	6.77e-01	0.416776	-7.356783	0.0443952	ITGA7	integrin subunit alpha 7
8028309	7.61e-01	6.77e-01	-0.416634	-7.3568422	-0.0364275		
7893060	7.61e-01	6.78e-01	-0.416345	-7.3569629	-0.0511738		
7929956	7.61e-01	6.78e-01	-0.416333	-7.3569676	-0.0198939		
8148615	7.61e-01	6.78e-01	0.416143	-7.3570468	0.0275133	ZNF696	zinc finger protein 696
7988206	7.61e-01	6.78e-01	-0.416098	-7.3570657	-0.0192699		
7925436	7.61e-01	6.78e-01	-0.416028	-7.3570949	-0.0423567		
8139678	7.61e-01	6.78e-01	-0.415649	-7.3572527	-0.0233916		
8171199	7.62e-01	6.78e-01	-0.415566	-7.3572872	-0.0195577		
7954291	7.62e-01	6.78e-01	0.4155	-7.3573148	0.0297618		
8091095	7.62e-01	6.78e-01	-0.415481	-7.3573228	-0.0736057		
8166657	7.62e-01	6.78e-01	0.415273	-7.3574091	0.0394301		
7971903	7.62e-01	6.79e-01	-0.415006	-7.3575201	-0.0136442		
8026486	7.62e-01	6.79e-01	-0.414839	-7.3575895	-0.0294459	OR10H3	olfactory receptor family 10 subfamily H member 3
8137271	7.62e-01	6.79e-01	-0.414692	-7.3576508	-0.036154	AOC1	amine oxidase, copper containing 1
8130183	7.62e-01	6.79e-01	-0.414398	-7.3577727	-0.0215473		
8115570	7.62e-01	6.79e-01	-0.414334	-7.3577992	-0.0248918	IL12B	interleukin 12B
