Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.811649449555742	0.117743044646259
		0.811649449555742	-0.0429992151904752
		0.811690680521462	-0.0839485114126983
		0.811884832040479	-0.178997629634917
		0.811902399118145	0.0823387801734707
RUSC1-AS1	284618	0.811902399118145	0.0468948017392297
ROPN1B///ROPN1	152015///54763	0.811902399118145	-0.0302550432086157
CEBPZ	10153	0.811928543827293	0.079525650913836
		0.811956533866419	-0.0285572628378676
		0.812018938981246	-0.064354650234693
CALR3	125972	0.812193067391054	-0.0363693844943316
		0.812193067391054	-0.0349107688888903
		0.812262248247902	-0.0698103204058951
		0.812274124288633	0.095764943229026
ANKRD20A21P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1	102723552///729171///728747///441430///441425///440482///84210	0.812395721982828	-0.108006465740363
PDE4A	5141	0.812395721982828	-0.0675461692743742
VWDE	221806	0.812438464178012	0.119552177858279
ACTR10	55860	0.812486758917194	-0.0411153472913854
		0.812506090087163	0.0302493147040819
PRR36	80164	0.812561504218593	0.0500531781587359
CATSPERD	257062	0.812619649881957	0.038778621783448
		0.812619649881957	-0.0362116276292523
TBCD	6904	0.812623068875362	0.064431633907029
SLCO1C1	53919	0.812658885777698	-0.0287529597891161
		0.812658885777698	0.057842911620182
DAZ4///DAZ2///DAZ3///DAZ1	57135///57055///57054///1617	0.812658885777698	-0.0525379670782304
EFHD2	79180	0.812658885777698	-0.122336489266436
MICAL3	57553	0.812658885777698	0.155517466674604
		0.812658885777698	0.13022337779025
		0.812658885777698	0.118515144553289
		0.812658885777698	0.0541015043367361
GAL3ST1	9514	0.812658885777698	0.0523758606099785
RAC1	5879	0.812658885777698	0.137101538733561
		0.812711888705388	-0.0438008085374104
		0.812715189121604	0.0461558105124711
SYT15	83849	0.812835230832241	-0.0563980379421771
LGALS14	56891	0.812923724418526	0.0337881170975063
WIPI2	26100	0.812927707786648	-0.056973901404759
SMTNL2	342527	0.81301699026456	0.0486290279149681
CD44	960	0.813126254239121	0.0834960552743773
OR8B3///OR8B2	390271///26595	0.813142596150398	-0.044614507937641
		0.813258358319273	-0.0843346842165529
TAL2	6887	0.813324467023699	-0.0463464182981848
		0.813348085142655	0.0451631783662148
		0.813348085142655	-0.0223029915725625
FURIN	5045	0.813354902376837	0.098601813070295
CCHCR1	54535	0.813368393496429	0.0438013327165567
LOC150596	150596	0.813461341148802	-0.025380820265307
		0.813461341148802	-0.0690486091213147
EHMT1	79813	0.813461341148802	0.0338328234081686
MST1	4485	0.813663161129885	-0.0583639374365088
CAMK1G	57172	0.813680314161658	0.0379932988219971
LY6G6C	80740	0.813680314161658	-0.0649877098049885
		0.813680314161658	-0.0325589790181393
NATD1	256302	0.81376509161753	-0.0950431376201832
ZFYVE19	84936	0.813830371957706	-0.0422989876031714
TECTA	7007	0.813852791399726	0.0400609432675738
TDGF1	6997	0.81393213335633	0.0563508192176876
		0.81393213335633	-0.0455109209761915
MRM1	79922	0.81393213335633	0.0668747227551023
		0.813934255683929	-0.0304591215396806
		0.814046843934689	-0.0639735671371868
		0.814046843934689	-0.0452050768117918
TRAF2	7186	0.814049258401774	-0.0445609175702932
KCNS3	3790	0.814049258401774	0.0444958810192753
		0.814049258401774	-0.0531670495566869
TNC	3371	0.814049258401774	-0.0318693934999987
		0.814049258401774	0.0201159607528361
NTRK3	4916	0.814049258401774	-0.0368453083344651
		0.814049258401774	0.0582606427222214
SALL3	27164	0.814087924238644	-0.0531540140498841
		0.814087924238644	-0.0339934587324255
TUBE1	51175	0.814087924238644	0.0933078605566902
ACTR2	10097	0.814173601176544	-0.0520191646825374
		0.814325306131796	-0.0481372165306118
CYP4Z1	199974	0.814405701699219	0.0453816573049903
		0.814469948493539	0.0661535536768731
HSPE1	3336	0.814490164727142	0.0816164598514755
BBOX1	8424	0.814525650362014	-0.0241085686428564
		0.814525650362014	0.0456295239489828
		0.814551153913093	-0.0885423198820865
NUP98	4928	0.814589632572712	-0.066400808315187
EPB41L4A-AS2	54508	0.814671686494835	0.0659431502131538
CCDC85C	317762	0.814695033989048	-0.0486272773832201
		0.814695033989048	0.0234912185691609
LAMA3	3909	0.814864805013438	0.0338624025317449
		0.814868988721949	-0.075717790566892
PJA1	64219	0.814868988721949	-0.0883057315907001
		0.814877042830444	-0.0652920726859407
PRH1-PRR4///PRR4	100533464///11272	0.814877042830444	0.0453800207142869
LOC100133267///DEFB130	100133267///245940	0.814877042830444	0.0290272634648541
LOC102724229	102724229	0.815042246036288	-0.0667592683446703
TTC21B	79809	0.815065730228609	0.0774224512970525
DRGX	644168	0.815065730228609	-0.0508081954829924
KRTAP22-1	337979	0.815080911477027	-0.051411840719954
ASB16	92591	0.815237350824679	-0.0451198946088427
		0.815511989201057	-0.0535276240646243
		0.815674926156608	0.0661603707585048
FZD10	11211	0.815674926156608	0.0429487175827701
		0.815718772350993	-0.136113685687072
BBS1	582	0.8160339853946	-0.0650083957777765
DMAP1	55929	0.816109852340229	-0.0480411067369593
		0.816115612163101	-0.0565969011473908
ZNF567	163081	0.816213053159096	-0.0822619361802701
ITGAX	3687	0.816213053159096	0.250388474748302
OR8K1	390157	0.816243690506	0.0281621251054429
TBC1D1	23216	0.816283722748156	0.066967772656465
C8G	733	0.816287076128618	-0.0490853970589562
REXO1L1P	254958	0.816287076128618	0.0731519484206347
RTF1	23168	0.816454532398222	-0.0846636160702934
		0.816526004973046	-0.0453593071167768
CCDC42	146849	0.816587039341124	-0.0408273715181382
		0.816654212202253	-0.0849384017675732
		0.816665593010624	0.0650717726553292
		0.816675325280185	-0.0401311612732433
PRR3	80742	0.816683278053457	-0.0413752257551012
		0.816745450008546	0.115117885512471
		0.816765911295893	-0.0437313304115627
		0.816900262714324	-0.126614807039681
GPR180	160897	0.817072329472351	0.10826539295805
OR4D5	219875	0.817172744093731	0.0434420220068032
		0.817222802712554	-0.112855873155327
		0.817606687380118	-0.0769658234433104
OR8H2	390151	0.817606687380118	-0.0320875458242633
PRG3	10394	0.817611293890409	-0.0556717668083859
TDH	157739	0.817611293890409	-0.0349773578605426
REG3A	5068	0.817641200443348	-0.0296403909331056
		0.817657093609318	0.0228489992460319
RPL31	6160	0.817663245464027	0.121010933814064
USP6NL	9712	0.817856618471602	-0.143767015545349
		0.817918201773051	0.0443744404365081
MGC20647	91370	0.818005576044198	-0.0487969547188172
		0.818007479292464	-0.0371380538299277
RIC1	57589	0.818013977522819	-0.0661154007120164
		0.818021644689587	0.0659389365986378
OR2G2	81470	0.818021644689587	-0.050005806324263
CFHR4	10877	0.818021644689587	0.065834113256237
RPS19	6223	0.818021644689587	0.137944848055556
		0.818021644689587	-0.0395933159274371
		0.818021644689587	0.0442711699353762
MTF1	4520	0.818021644689587	-0.107571366051018
CHUK	1147	0.818031300986168	0.0772397569308394
EIF3F	8665	0.818040599721203	0.134259333654197
MSN	4478	0.818124873170342	-0.0475812181734661
CELA2A	63036	0.818185851228027	0.0545929266054426
DNAH10	196385	0.818199640596433	-0.0335959820102039
CPN1	1369	0.81837150936567	0.0432043622233578
RALB	5899	0.818378325321569	0.146276183662133
		0.818490695151051	-0.116592590544214
		0.818491834925935	-0.0246023489489788
RGS21	431704	0.818535170188923	-0.0295306580532886
		0.818535170188923	-0.0533156807460302
PLCE1	51196	0.818556352000348	-0.0306269110578228
PRAMEF34P///PRAMEF36P///PRAMEF17///PRAMEF10///PRAMEF2	649324///645354///391004///343071///65122	0.818566819655508	0.0383902582664404
DPPA5	340168	0.818585267111063	0.0338905827233575
GPR17	2840	0.818612644258531	-0.0521664894433096
TECTB	6975	0.818632478662064	0.0285416562653062
		0.818639526560886	-0.0259038088968246
KLF1	10661	0.818767981341611	0.0614582108605459
		0.818767981341611	-0.0723253023015875
		0.818767981341611	0.020290330011338
		0.818894507926484	0.0333282400895691
HLA-DPA1	3113	0.818904805952939	0.246655359234696
KCTD21-AS1	100289388	0.819107332606422	-0.0522469341043061
		0.819107332606422	-0.0981174321383209
		0.819112039115983	-0.0272531169977315
LAMC1	3915	0.819178034619118	0.168166627199548
SNORA70G	100379132	0.819203302693597	-0.0770024094501132
		0.819222765998657	0.141873878935375
		0.819226447161957	-0.0323890142414944
TMIGD3///ADORA3///TMIGD3///ADORA3	57413///140///57413///140	0.819243189381801	0.127761153596373
		0.819302978827374	-0.0618866057698426
KIRREL3	84623	0.819320046695616	0.0495740076984106
ARHGAP17	55114	0.819334789571674	-0.117559852943309
		0.819334789571674	-0.055304739885484
CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3///CT45A8	102723737///102723680///102723631///101060211///728911///541466///541465///441521///441519///102723737	0.819334789571674	-0.0603955625374155
BACH1	571	0.819334789571674	0.134487039609979
		0.819357560864195	0.0260301847244908
ATPAF1	64756	0.819357560864195	0.0613027205192722
		0.819535383943393	0.0328317102732432
MMP26	56547	0.819837463657878	-0.0337972381043063
		0.8198617394743	-0.0415390247131509
PFKFB1	5207	0.8198728972298	-0.035323537183674
MZF1	7593	0.8198728972298	-0.0333300475895681
RTBDN	83546	0.819987345076402	0.0527859206621333
		0.819988587834923	-0.0218638170294776
		0.820051714116015	-0.118731921407028
		0.820083437593047	-0.0759549721439892
HMCN2	256158	0.820083437593047	-0.0493701982120172
SNRNP70	6625	0.820236142706504	0.076530070487534
MAPK9	5601	0.820236142706504	0.0490805077380969
PIH1D3	139212	0.820246428727975	-0.0306386427664389
RPS27A	6233	0.820254261392837	0.0619723742312948
		0.820516094930668	0.0585175720986433
CALML4	91860	0.820525702680536	0.101975963154196
PRMT8	56341	0.820525702680536	-0.036125162478458
		0.820576890603183	0.0945110464161028
		0.820576890603183	-0.054219347283448
NR5A2	2494	0.820576890603183	0.0470774475975082
CFB	629	0.820590128740861	-0.0637045912868466
SLFN12	55106	0.820590276418777	-0.0993057496995444
CRYBA1	1411	0.820635407570697	-0.0450131482573686
OPRM1	4988	0.820635407570697	-0.0356258767879813
WDR89	112840	0.820656953674994	-0.135924469490928
RBM27	54439	0.820759637534096	-0.0434402022834455
GPR146	115330	0.820761712106678	0.0815441743072567
ARMCX6	54470	0.820781814031698	0.093925962339001
		0.820977349404671	0.0943722460839052
		0.820977349404671	-0.0408196591122425
		0.820977349404671	-0.0652800775748306
		0.821146103442316	0.0755716878764225
		0.821146103442316	-0.0324825552959189
MFHAS1	9258	0.821146103442316	-0.100725883883221
OGT	8473	0.821197726510169	-0.0558069595033999
		0.821272350742002	-0.0746199061519279
ZDHHC24	254359	0.821442475248602	0.0491257692324316
SPATC1	375686	0.82144938246372	-0.0365728605158742
		0.82144938246372	-0.0531124082278893
AGBL1	123624	0.82144938246372	0.0404497857528345
OGFR	11054	0.82144938246372	-0.0755652995759606
ABCC6	368	0.82144938246372	-0.0542851699024931
		0.82144938246372	0.0844116378310682
		0.82144938246372	-0.0151757112551016
ANKRD30B	374860	0.82144938246372	-0.0229641272789105
FGD2	221472	0.82144938246372	0.193712473819729
		0.821784678110881	0.0933062597755105
TACC2	10579	0.821802533753536	0.0346252289512465
		0.821923607856232	0.0499788956961451
CFAP97	57587	0.821923607856232	-0.160539209116781
KIF27	55582	0.821925260105372	-0.138242980650792
INPP5E	56623	0.822010183208494	-0.0525441964228985
IGHV3-48///IGHV3-69-1///IGHV3OR16-7	28424///28402///28309	0.822010183208494	0.257821539667798
TET2	54790	0.822054184192247	-0.157089574465987
		0.822182045493232	0.0473121028072585
URGCP-MRPS24///MRPS24	100534592///64951	0.822182045493232	-0.0972929865340095
FAM213B	127281	0.822182045493232	0.055955507470526
TMEM209	84928	0.822285696288288	-0.122418116185941
WNT2B	7482	0.82230270521728	0.0410978942811813
PCDHA1///PCDHA2///PCDHA3///PCDHA4///PCDHA5///PCDHA6///PCDHA7///PCDHA8///PCDHA10///PCDHA11///PCDHA12///PCDHA13///PCDHAC1///PCDHAC2///PCDHA9	56147///56146///56145///56144///56143///56142///56141///56140///56139///56138///56137///56136///56135///56134///9752	0.82239763450819	0.0387946895929714
		0.822431730333643	-0.0656483242256227
RBAK	57786	0.822444045304537	-0.0715791899387765
GNAI3	2773	0.822499689833605	0.0791957649024937
CFHR2	3080	0.822539973127183	0.0304544377505676
ESYT1	23344	0.82256442885836	0.0891394266485275
ARL2BP	23568	0.822734879371044	-0.0586298429705208
KLHL30	377007	0.822737682128837	0.036615233717689
		0.822737682128837	-0.0531504625340142
FAM118A	55007	0.822831906142767	-0.0745324977176871
ARHGEF28	64283	0.822831906142767	0.0317138356224493
		0.822956535010866	-0.0359850101598633
ZCCHC13	389874	0.822993016233735	-0.0430949210884344
		0.823035934301229	0.101867711111113
		0.823122434621388	-0.035276828421769
		0.823163852644081	0.144216384021544
		0.823178575271873	0.0350115804795945
ALG11///UTP14C	440138///9724	0.823178575271873	0.0565627881485273
		0.823185893297964	0.0952575197301631
		0.823304936359774	-0.0373412857437629
		0.823304936359774	0.0983039784387749
WNT5B	81029	0.823328298221022	-0.0412635414353746
		0.823328298221022	-0.0307495487891147
AAK1	22848	0.823392634479925	-0.149768321786848
		0.82340232656644	-0.0747307399115629
C8orf44-SGK3///C8orf44	100533105///56260	0.823582645292404	-0.0797312662471619
		0.823602013136331	0.0459869258310666
OR2T3///OR2T34	343173///127068	0.823700064903094	0.122794074829934
CGB2///CGB1///CGB8///CGB7///CGB5///LHB///CGB3///CGB7	114336///114335///94115///94027///93659///3972///1082///94027	0.82402508988584	-0.0824730024387752
DOHH	83475	0.82402508988584	-0.0418938871235817
		0.82402508988584	-0.028868712141723
MRFAP1	93621	0.82413198376885	0.0901084499773237
OR51F2	119694	0.824180494467657	-0.0388421127369591
		0.824234390177663	0.0697587050306172
		0.824234390177663	0.0229021951746038
		0.824234390177663	-0.0449878676133801
		0.824234390177663	-0.0671446279999977
		0.824234390177663	0.0966672866938802
		0.824234390177663	0.0704673589149669
CRBN	51185	0.824234390177663	0.0616044744478437
DCST2	127579	0.824289194808491	-0.0450995768219933
SNX30	401548	0.824298109551019	0.075505911472793
LCORL	254251	0.824738064888084	-0.0648748013832217
		0.824820269667239	0.0343581704841278
PDCD5	9141	0.824820269667239	0.045488546715422
		0.824820269667239	0.0744257611609989
MRPL36	64979	0.824820269667239	-0.0799305591269803
PKDREJ	10343	0.824820269667239	-0.0345419474081625
		0.824830610620252	-0.0347810118922891
FKBP10	60681	0.824843802385068	0.039315587757371
ZNF488	118738	0.824843802385068	0.0511149764659864
MB	4151	0.824875943763726	0.0506084587086146
LOC101060524///DRD5P2///DRD5	101060524///1818///1816	0.824945728156549	0.0457227256587291
		0.824982198054435	-0.0992981158900186
PLAC4	191585	0.824982198054435	-0.0348665055158714
WWC1	23286	0.825036766373905	-0.0405199964467124
SERPINA12	145264	0.825162151540171	-0.0372551779648518
IGSF9B	22997	0.82516686055422	-0.0776215490385459
		0.82516686055422	-0.0662594962925152
C17orf97	400566	0.825167018741013	-0.0472918674988669
		0.825197330060964	-0.0431522379648497
TNS2	23371	0.825342858733962	0.0407049018730152
		0.825358792295534	-0.0889270890600899
MMADHC	27249	0.825411876896073	-0.0451780736009031
		0.825411876896073	0.0535311857970555
RELT	84957	0.825411876896073	0.0974865246485344
CRY1	1407	0.825411876896073	-0.0994784994365103
		0.825411876896073	-0.0541493747573698
CDK19	23097	0.825411876896073	-0.0848772851757342
CAV3	859	0.825411876896073	-0.0373966450680259
		0.825411876896073	-0.0947414220192737
		0.825411876896073	0.0719944121269833
		0.82545185266427	-0.0191330052369607
		0.82545185266427	-0.0893119166621306
		0.82560899781818	0.0541099670453526
		0.82560899781818	-0.103133813532873
ATF2	1386	0.825714617664226	0.0708918845249471
PLK5	126520	0.825724949435345	-0.0771263135748264
PMCHL2///PMCHL1	5370///5369	0.825724949435345	0.0629384067471661
		0.825724949435345	0.0458232429535173
		0.82575286323326	-0.165966858294782
TBX5	6910	0.82575286323326	-0.0403848939625844
		0.825773591819454	-0.0261963060873027
DAB2IP	153090	0.825855186111118	-0.0438940550226725
		0.82587598326422	-0.0669845409773235
LOC102723407///IGHV4-31///IGHM///IGHD///IGHA2///LOC102723407///SKAP2///IGHA2///IGHA1///IGH	102723407///28396///3507///3495///3494///102723407///8935///3494///3493///3492	0.826146991962844	0.249565465717691
C17orf96	100170841	0.82623431073255	0.0516166514886613
		0.826297630577352	-0.0783265733718803
		0.826477292731616	0.0677423960034016
P2RY12	64805	0.826586914656029	-0.0673732512120173
		0.826586914656029	-0.0177936015929703
		0.826588580966765	0.0225640582505657
		0.826909142771475	0.102119039505669
		0.826948862274564	-0.0439190148276642
VANGL2	57216	0.826968612668444	-0.0402668458696134
GREM1	26585	0.826995827850949	-0.0525781979716538
PLEKHA3	65977	0.827104985577156	0.0908269164614524
		0.827104985577156	-0.100904929019269
TGDS	23483	0.827119535539768	-0.0844232141043086
LOC650293	650293	0.827119535539768	0.0531607754353765
		0.827119535539768	-0.0695333255340156
		0.827145314707229	-0.0583672787687073
HLA-DMB	3109	0.827155760288871	-0.216636453480721
PTBP3	9991	0.827192917600494	-0.0485969369512418
		0.827192917600494	-0.0675871893185942
LRRC18	474354	0.827297057836759	-0.0655524562891152
FREM3	166752	0.827306290924459	-0.0380397421780039
LHCGR	3973	0.827330995264398	-0.0285935565147382
		0.827399001911858	-0.0726108970918382
		0.827399001911858	-0.0780188823526071
GTF2H5	404672	0.827399001911858	0.0947802698412712
ATOH8	84913	0.827521444697775	-0.0354370803265285
		0.827721610882178	-0.041151050522676
TMEM255A	55026	0.82773757756012	-0.0762958854705209
		0.827753590739796	0.0151596430680274
FMO4	2329	0.827817696470419	-0.0882471417426292
TFAP2D	83741	0.827820285919013	0.0288597004523803
LYZL6	57151	0.827820285919013	-0.0309040173775501
		0.827820285919013	0.0809739788526098
PDRG1	81572	0.827872523349124	-0.0520756726269829
		0.827872672132953	-0.112420871212019
		0.827919900509312	-0.0608795789274374
OR10H2	26538	0.827974313806442	0.0384333213582777
CDRT1///FBXW10	374286///10517	0.828066777691694	0.0528487351972808
SNORA16A///SNHG12	692073///85028	0.828071425068433	-0.095272515744897
		0.828079166876823	0.0752401037483024
		0.828111374431218	-0.0193304254988629
LOC375196	375196	0.828111374431218	-0.0512900974920649
		0.828111374431218	-0.131508986160997
ATG4C	84938	0.828152605161725	-0.111827295480722
YTHDF2	51441	0.8282308604639	-0.0578131272664377
DFNA5	1687	0.828245564116946	-0.0742505928605439
		0.828305731460696	0.0424250614761927
CTRB2///CTRB1	440387///1504	0.828331206108443	-0.0514880158968252
NF1	4763	0.828364597244368	0.0630561177494346
		0.828442960665517	0.0504948593616792
		0.828496542818559	0.0272696678934241
		0.828496542818559	0.10073893773923
OARD1	221443	0.828496542818559	-0.0604170049104296
		0.828496542818559	-0.0771068934727897
		0.828496542818559	0.063561132942179
OR8B12	219858	0.828496542818559	-0.0413751194319696
C9orf78	51759	0.828580374607549	-0.0500301349478462
YJEFN3	374887	0.828660388690508	0.0478421215544227
PCDHA3	56145	0.828660388690508	-0.0805410601405896
		0.828660388690508	-0.0625005243095225
		0.828660388690508	-0.0475499034841258
MRM3	55178	0.828686486093861	0.0655552419399106
BICD1	636	0.828706166633634	0.0786047833129286
		0.828773352159331	0.0408579467233618
SNORD96B	692226	0.828773352159331	-0.0629446408253944
		0.828773352159331	0.01790820723016
ZNF580	51157	0.828818021862777	0.0493184712358294
		0.828826036945442	-0.018838366487528
		0.828826036945442	-0.020025211757368
ACSS3	79611	0.828826036945442	-0.0560087851405866
HSD17B1	3292	0.828826036945442	-0.0472530901020392
		0.828843761327862	-0.0710618572664377
MRGPRG-AS1	283303	0.828843761327862	0.0403917370521554
ARSF	416	0.828843761327862	-0.037872383482993
FAM83H	286077	0.828894398747808	-0.0489149473299308
		0.828894398747808	-0.032722944304989
PIAS4	51588	0.828894398747808	0.0397224720736968
C1orf109	54955	0.828894398747808	0.055049883958052
		0.828962943257072	-0.122001149968255
RDH16	8608	0.829148281400264	-0.0401844803628109
		0.829148281400264	-0.12619615053628
RPS14	6208	0.829228660837168	0.114437927331071
PRND	23627	0.829228660837168	-0.0547569819863929
JSRP1	126306	0.829364152724443	-0.0393975786859384
		0.829375881538954	0.0339933020578247
RIPPLY3	53820	0.829375881538954	-0.0383140774002264
TMEM202	338949	0.829375881538954	-0.0217381653083901
		0.829375881538954	0.0456459295079394
ARG1	383	0.829472727324025	-0.172354086280043
RAB11FIP1	80223	0.829482751407675	0.13066131757143
ANAPC11	51529	0.829482751407675	-0.0721704832029468
		0.829603757965634	-0.0510259064058989
AK4	205	0.829619460476277	0.0575238376904768
		0.829656320150606	-0.0737312308514735
		0.829656320150606	-0.0369146434489784
MYH7	4625	0.82966371905527	-0.0380268869433085
		0.82967049263697	-0.0834488190873
RASSF10	644943	0.829706292154257	-0.0414690079886606
DEFB126	81623	0.829750769104003	0.0305879457437652
		0.829750769104003	-0.0349370401825393
		0.829810282809919	-0.0584270839693852
TOX2	84969	0.829810282809919	-0.0522482410952376
C7orf57	136288	0.829812329236395	-0.0333020056655324
POTEF///POTEJ///POTEM///POTEE///POTEKP	728378///653781///641455///445582///440915	0.829812329236395	0.0562664993083892
		0.829812329236395	0.0515273161009064
LALBA	3906	0.829926449241471	0.0266069089920644
LOC100506557	100506557	0.829992372558472	0.0469339336575958
SNORD115-31	100033805	0.830017693881493	-0.0182703663287964
DPYS	1807	0.830219352879707	-0.0354960191428568
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPB6///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///PKD1P2///NPIPB3///NPIPA1///PKD1///NPIPB5///NPIPB4///NPIPB3	105369154///101059953///101059938///100288332///100132247///728741///642799///642778///440345///339044///283970///283955///23117///9284///5310///100132247///440345///23117	0.830226615950133	0.0841470691972805
		0.830226615950133	-0.0648113080770978
TOR3A	64222	0.830226615950133	0.0745141221927437
FBXO11	80204	0.830302659832814	0.0701434621780059
CFAP47	286464	0.83041437479728	-0.035085592843537
		0.83041437479728	-0.0205485443798175
		0.83041437479728	-0.0571458637936497
		0.83041437479728	-0.0670780063537406
		0.83041437479728	-0.0505205797097514
MIR208A	406990	0.830425479868717	-0.0341128571462579
		0.830432400850668	-0.0809016875385469
		0.830588011025384	-0.0627473941439902
		0.830588011025384	0.0212513606337876
MRPL32	64983	0.830588011025384	-0.113753980888884
ZNF689	115509	0.831203599978918	-0.0444895743741487
MPPED1	758	0.831329872780833	-0.0596190164988641
		0.831485286354427	-0.0765936057879819
		0.831503508889668	-0.0879286462879816
ZNF215	7762	0.83162338373417	-0.0927222829818573
		0.83164720673847	-0.0995924650136049
ZNF827	152485	0.831779446113151	-0.122996535384353
OR6K3	391114	0.831789442552648	0.0322859158151951
COLEC12	81035	0.831803673300669	0.0563198635623601
		0.831810964175204	0.0723803315158733
		0.831810964175204	0.0395396502947936
		0.831820511887893	0.0488956089444459
		0.831839880980041	0.0758820790362824
SEL1L2///GPR37	80343///2861	0.831903448131366	-0.0339495876893428
		0.831903448131366	-0.0613869488934249
SNORD103B///SNORD103A	692235///692234	0.831903448131366	0.0858977596043111
		0.831903448131366	0.0490971826802742
GABRA3	2556	0.831928577230345	0.0313403669342405
KRTAP20-1	337975	0.832025030093938	-0.0372878932879801
		0.832325787971875	-0.0827610536768706
FAM230B	642633	0.832429881497756	-0.0636851152018139
		0.832429881497756	0.0361983527210894
EVI5	7813	0.832429881497756	-0.170703492721088
		0.832429881497756	0.0568893132539712
CYP19A1	1588	0.832435677248537	0.041260748342403
SLC32A1	140679	0.832593906044277	0.0459914860362813
EYA4	2070	0.83261794698572	0.0356936743866227
		0.832625908546111	0.10752668112245
OGFOD3	79701	0.832729266584686	0.0535822230952379
ACVR2B	93	0.832768266361874	-0.0614710881984122
C22orf39	128977	0.832825675195773	-0.0509493922596373
MSTN	2660	0.832854201974427	0.0231435857630387
C19orf47	126526	0.832893473224417	-0.0439894256315174
OR4C45	403257	0.832961466812418	0.0199535432913844
		0.833070628794416	-0.098715376448979
DYNC1I1	1780	0.833177425132563	-0.0424063093344653
PSPC1	55269	0.833177787330059	-0.0452108844036232
SMR3A	26952	0.833177787330059	-0.05862292442177
LOC100131497	100131497	0.833200405634645	0.0312710817312936
ACRV1	56	0.833200405634645	0.0277876165544222
PARD6G	84552	0.833200405634645	0.0317553281723351
		0.833210134885008	0.0566578812256262
CD24	100133941	0.833250131724955	-0.232924824518138
MUT	4594	0.833417655202012	-0.0488502681099776
MBD3L1	85509	0.833417655202012	-0.0255957991224482
OR52B6	340980	0.833545839337248	-0.0315151416122457
		0.833545839337248	-0.0314658297755104
S100A9	6280	0.833545839337248	0.284811925639453
		0.833545839337248	-0.0512269183843541
		0.833545839337248	-0.096271626649659
		0.833545839337248	-0.0249247764829925
FRG1BP	284802	0.833558774813367	0.0764276986009067
YTHDC1	91746	0.833558774813367	-0.0383256873582756
IHH	3549	0.83362195307776	-0.0562099198095218
		0.83362195307776	0.0941728573922909
FAM92A1P2	403315	0.833695755648492	0.0382119041133788
		0.833708074255349	-0.0699765404421777
		0.83374202947237	0.103446615002268
TPH2	121278	0.833752102479854	0.0285731470725619
		0.833752102479854	-0.06197765081179
SAT2	112483	0.833867196245644	-0.0838234626564667
APOBEC3C	27350	0.834015165650903	0.111593614359413
SNORD59B	692090	0.834015165650903	-0.104583447230155
RFX4	5992	0.834049589540642	0.0284131298968253
		0.834080007286514	0.0707263802698419
		0.834080007286514	0.0584109461303863
		0.834176629865552	0.0242374698117924
		0.834212179127012	0.0986537023253984
		0.834212179127012	0.124425913435373
		0.834260573780589	-0.0192768331473916
TNFRSF10B	8795	0.834260573780589	-0.0662413870056699
KLF3-AS1	79667	0.834278220128608	0.102442371205217
		0.834297985959746	0.0284529686961457
SNRNP25	79622	0.83434464943969	0.0887645929319758
		0.834379505581978	-0.0979997331972777
TMC2	117532	0.83438539803632	0.031581665702948
		0.834389401664303	-0.0392338958571425
AP3B1	8546	0.834443521596134	0.0448106508526074
		0.834510479424777	0.0864125621213176
ANKRD19P	138649	0.83456471651198	-0.0423790472811771
GOLGA3	2802	0.834582221711086	0.0396162197052146
PIM1	5292	0.834667461525483	-0.0881677916723351
		0.834667461525483	0.0455682737596392
PRSS3P2///PRSS2///PRSS3P2///PRSS2	154754///5645///154754///5645	0.834667461525483	0.0789036611213136
		0.834667461525483	0.0537885513140597
IFNA14///IFNA7	3448///3444	0.834667461525483	-0.0202597796337858
		0.834667608789565	-0.0286732517097499
		0.834678772855218	0.0405703728673474
		0.834707682302978	-0.0728077660124695
SLC25A17	10478	0.834844880172129	-0.0582243562165532
		0.834881758678433	0.0367392150838994
		0.834942577061246	-0.0747678039705209
ABCA8	10351	0.834987010119137	-0.0238346388435366
HRH2	3274	0.834987010119137	-0.175285344726755
		0.835001338201089	0.109362855215425
		0.835001338201089	0.03553517122449
ZNF547///TRAPPC2B	284306///10597	0.835001338201089	-0.0511356033299304
CPA2	1358	0.835081731050691	0.0322796482698413
CFAP54	144535	0.835081731050691	0.0199586324863956
LSM12	124801	0.83509153893634	-0.10760987593877
PDCD2	5134	0.835092696526281	-0.0405118867709735
		0.83513567598721	-0.0363471308560088
LOC100131195	100131195	0.835222805475226	0.0340055019727896
KRT16P1///KRT16P3///KRT16P2///KRT16	729252///644945///400578///3868	0.835302358138949	0.0443368941870785
TEX36	387718	0.835347585900684	-0.0275674178730139
CX3CL1	6376	0.835412001360231	0.0412922809092979
PLEKHG4	25894	0.835418530329022	0.0407416885714289
UTY	7404	0.83558024347044	-0.26736566645465
		0.835595157723765	0.0369932559387758
GRIA1	2890	0.835726121633532	-0.0406314509331067
		0.835745844545973	-0.0337225405215404
		0.835747860855545	-0.0554537791961449
		0.83587115995405	0.0214255304002271
